"GSPC.Open","GSPC.High","GSPC.Low","GSPC.Close","GSPC.Volume","GSPC.Adjusted"
2868.23999023438,2872.89990234375,2858.75,2867.23999023438,3267210000,2867.23999023438
2876.09008789062,2885.25,2865.169921875,2873.39990234375,3.57e+09,2873.39990234375
2873.98999023438,2881.28002929688,2867.13989257812,2879.38989257812,3038740000,2879.38989257812
2884.15991210938,2893.23999023438,2882.98999023438,2892.73999023438,3155970000,2892.73999023438
2888.4599609375,2895.94995117188,2880.78002929688,2895.77001953125,3056460000,2895.77001953125
2886.580078125,2886.8798828125,2873.330078125,2878.19995117188,3032480000,2878.19995117188
2881.3701171875,2889.7099609375,2879.1298828125,2888.2099609375,3092230000,2888.2099609375
2891.919921875,2893.419921875,2881.98999023438,2888.32006835938,2970650000,2888.32006835938
2900.86010742188,2910.5400390625,2898.3701171875,2907.40991210938,3726050000,2907.40991210938
2908.32006835938,2909.60009765625,2896.47998046875,2905.580078125,3114530000,2905.580078125
2912.26000976562,2916.06005859375,2900.7099609375,2907.06005859375,3403120000,2907.06005859375
2916.0400390625,2918,2895.44995117188,2900.44995117188,3648100000,2900.44995117188
2904.81005859375,2908.39990234375,2891.89990234375,2905.03002929688,3507100000,2905.03002929688
2898.78002929688,2909.51000976562,2896.35009765625,2907.96997070312,3010130000,2907.96997070312
2909.98999023438,2936.31005859375,2908.53002929688,2933.67993164062,3674480000,2933.67993164062
2934,2936.830078125,2926.05004882812,2927.25,3468480000,2927.25
2928.98999023438,2933.10009765625,2912.84008789062,2926.169921875,3440010000,2926.169921875
2925.81005859375,2939.8798828125,2917.56005859375,2939.8798828125,3264390000,2939.8798828125
2940.580078125,2949.52001953125,2939.35009765625,2943.03002929688,3150390000,2943.03002929688
2937.13989257812,2948.21997070312,2924.11010742188,2945.830078125,3939760000,2945.830078125
2952.330078125,2954.1298828125,2923.36010742188,2923.72998046875,3669330000,2923.72998046875
2922.15991210938,2931.67993164062,2900.5,2917.52001953125,3802290000,2917.52001953125
2929.2099609375,2947.85009765625,2929.2099609375,2945.63989257812,3357180000,2945.63989257812
2908.88989257812,2937.32006835938,2898.2099609375,2932.46997070312,3203260000,2932.46997070312
2913.03002929688,2913.03002929688,2862.60009765625,2884.05004882812,3793060000,2884.05004882812
2879.61010742188,2897.9599609375,2873.28002929688,2879.419921875,3543110000,2879.419921875
2859.84008789062,2875.96997070312,2836.39990234375,2870.71997070312,3659050000,2870.71997070312
2863.10009765625,2891.31005859375,2825.38989257812,2881.39990234375,3566780000,2881.39990234375
2840.18994140625,2840.18994140625,2801.42993164062,2811.8701171875,3900270000,2811.8701171875
2820.1201171875,2852.5400390625,2820.1201171875,2834.40991210938,3354860000,2834.40991210938
2820.3798828125,2858.67993164062,2815.080078125,2850.9599609375,3140900000,2850.9599609375
2855.80004882812,2892.14990234375,2855.80004882812,2876.32006835938,3338470000,2876.32006835938
2858.60009765625,2885.47998046875,2854.22998046875,2859.53002929688,3316040000,2859.53002929688
2841.93994140625,2853.86010742188,2831.2900390625,2840.22998046875,3293750000,2840.22998046875
2854.02001953125,2868.8798828125,2854.02001953125,2864.36010742188,3223050000,2864.36010742188
2856.06005859375,2865.46997070312,2851.11010742188,2856.27001953125,3.194e+09,2856.27001953125
2836.69995117188,2836.69995117188,2805.48999023438,2822.23999023438,3899320000,2822.23999023438
2832.40991210938,2841.36010742188,2820.18994140625,2826.06005859375,2889230000,2826.06005859375
2830.03002929688,2840.51000976562,2801.580078125,2802.38989257812,4146980000,2802.38989257812
2790.25,2792.03002929688,2766.06005859375,2783.02001953125,3701110000,2783.02001953125
2786.93994140625,2799,2776.73999023438,2788.86010742188,3276030000,2788.86010742188
2766.14990234375,2768.97998046875,2750.52001953125,2752.06005859375,3982670000,2752.06005859375
2751.53002929688,2763.07006835938,2728.81005859375,2744.44995117188,3952360000,2744.44995117188
2762.63989257812,2804.48999023438,2762.63989257812,2803.27001953125,3814130000,2803.27001953125
2818.09008789062,2827.28002929688,2800.919921875,2826.14990234375,3570760000,2826.14990234375
2828.51000976562,2852.10009765625,2822.44995117188,2843.48999023438,3445140000,2843.48999023438
2852.8701171875,2884.96997070312,2852.8701171875,2873.34008789062,3244380000,2873.34008789062
2885.830078125,2904.77001953125,2885.51000976562,2886.72998046875,3209890000,2886.72998046875
2903.27001953125,2910.61010742188,2878.53002929688,2885.71997070312,3.551e+09,2885.71997070312
2882.72998046875,2888.57006835938,2874.67993164062,2879.84008789062,3039870000,2879.84008789062
2886.23999023438,2895.23999023438,2881.98999023438,2891.63989257812,3100640000,2891.63989257812
2886.82006835938,2894.44995117188,2879.6201171875,2886.97998046875,2992810000,2886.97998046875
2889.75,2897.27001953125,2887.30004882812,2889.669921875,2828400000,2889.669921875
2906.7099609375,2930.7900390625,2905.43994140625,2917.75,3441540000,2917.75
2920.55004882812,2931.73999023438,2911.42993164062,2926.4599609375,3300220000,2926.4599609375
2949.60009765625,2958.06005859375,2931.5,2954.17993164062,3943060000,2954.17993164062
2952.7099609375,2964.14990234375,2946.8701171875,2950.4599609375,5003540000,2950.4599609375
2951.419921875,2954.919921875,2944.05004882812,2945.35009765625,3136960000,2945.35009765625
2945.78002929688,2946.52001953125,2916.01000976562,2917.3798828125,3579430000,2917.3798828125
2926.07006835938,2932.59008789062,2912.98999023438,2913.78002929688,3511350000,2913.78002929688
2919.65991210938,2929.30004882812,2918.57006835938,2924.919921875,3162500000,2924.919921875
2932.93994140625,2943.97998046875,2929.05004882812,2941.76000976562,5422650000,2941.76000976562
2971.40991210938,2977.92993164062,2952.21997070312,2964.330078125,3524860000,2964.330078125
2964.65991210938,2973.2099609375,2955.919921875,2973.01000976562,3224490000,2973.01000976562
2978.080078125,2995.84008789062,2977.9599609375,2995.82006835938,1963570000,2995.82006835938
2984.25,2994.03002929688,2967.96997070312,2990.40991210938,2434680000,2990.40991210938
2979.77001953125,2980.76000976562,2970.09008789062,2975.94995117188,2922360000,2975.94995117188
2965.52001953125,2981.89990234375,2963.43994140625,2979.6298828125,3033330000,2979.6298828125
2989.30004882812,3002.97998046875,2984.6201171875,2993.07006835938,3157800000,2993.07006835938
2999.6201171875,3002.330078125,2988.80004882812,2999.90991210938,3155710000,2999.90991210938
3003.36010742188,3013.919921875,3001.8701171875,3013.77001953125,2984140000,3013.77001953125
3017.80004882812,3017.80004882812,3008.77001953125,3014.30004882812,2876100000,3014.30004882812
3012.1298828125,3015.02001953125,3001.14990234375,3004.0400390625,3297030000,3004.0400390625
3005.10009765625,3005.26000976562,2984.25,2984.419921875,3185650000,2984.419921875
2978.8701171875,2998.28002929688,2973.09008789062,2995.11010742188,3369820000,2995.11010742188
3004.26000976562,3006.02001953125,2975.86010742188,2976.61010742188,3285890000,2976.61010742188
2981.92993164062,2990.7099609375,2976.64990234375,2985.03002929688,3016200000,2985.03002929688
2994.73999023438,3005.89990234375,2988.56005859375,3005.46997070312,3333810000,3005.46997070312
2998.77001953125,3019.59008789062,2996.82006835938,3019.56005859375,3433220000,3019.56005859375
3016.26000976562,3016.31005859375,2997.23999023438,3003.669921875,3657050000,3003.669921875
3013.25,3027.97998046875,3012.59008789062,3025.86010742188,3260170000,3025.86010742188
3024.46997070312,3025.61010742188,3014.30004882812,3020.96997070312,3224490000,3020.96997070312
3007.65991210938,3017.18994140625,3000.93994140625,3013.17993164062,3632770000,3013.17993164062
3016.21997070312,3017.39990234375,2958.080078125,2980.3798828125,4626330000,2980.3798828125
2980.32006835938,3013.59008789062,2945.22998046875,2953.56005859375,4793810000,2953.56005859375
2943.89990234375,2945.5,2914.11010742188,2932.05004882812,3882810000,2932.05004882812
2898.07006835938,2898.07006835938,2822.1201171875,2844.73999023438,4542850000,2844.73999023438
2861.17993164062,2884.39990234375,2847.419921875,2881.77001953125,4156640000,2881.77001953125
2858.64990234375,2892.169921875,2825.7099609375,2883.97998046875,4512720000,2883.97998046875
2896.2099609375,2938.71997070312,2894.46997070312,2938.09008789062,4118530000,2938.09008789062
2930.51000976562,2935.75,2900.14990234375,2918.64990234375,3356850000,2918.64990234375
2907.07006835938,2907.580078125,2873.13989257812,2882.69995117188,3328570000,2882.69995117188
2880.71997070312,2943.31005859375,2877.05004882812,2926.32006835938,3857190000,2926.32006835938
2894.14990234375,2894.14990234375,2839.63989257812,2840.60009765625,4325150000,2840.60009765625
2846.19995117188,2856.669921875,2825.51000976562,2847.60009765625,4041720000,2847.60009765625
2864.73999023438,2893.6298828125,2864.73999023438,2888.67993164062,3524080000,2888.67993164062
2913.47998046875,2931,2913.47998046875,2923.64990234375,3221050000,2923.64990234375
2919.01000976562,2923.6298828125,2899.60009765625,2900.51000976562,3067710000,2900.51000976562
2922.0400390625,2928.72998046875,2917.90991210938,2924.42993164062,3016540000,2924.42993164062
2930.93994140625,2939.080078125,2904.51000976562,2922.94995117188,2893660000,2922.94995117188
2911.07006835938,2927.01000976562,2834.96997070312,2847.11010742188,3942520000,2847.11010742188
2866.69995117188,2879.27001953125,2856,2878.3798828125,2859790000,2878.3798828125
2893.13989257812,2898.7900390625,2860.59008789062,2869.15991210938,3537490000,2869.15991210938
2861.28002929688,2890.03002929688,2853.05004882812,2887.93994140625,3102480000,2887.93994140625
2910.3701171875,2930.5,2905.669921875,2924.580078125,3177150000,2924.580078125
2937.09008789062,2940.42993164062,2913.32006835938,2926.4599609375,3009910000,2926.4599609375
2909.01000976562,2914.38989257812,2891.85009765625,2906.27001953125,3427830000,2906.27001953125
2924.669921875,2938.84008789062,2921.86010742188,2937.78002929688,3167900000,2937.78002929688
2960.60009765625,2985.86010742188,2960.60009765625,2976,3902600000,2976
2980.330078125,2985.03002929688,2972.51000976562,2978.7099609375,3209340000,2978.7099609375
2988.42993164062,2989.42993164062,2969.38989257812,2978.42993164062,4031120000,2978.42993164062
2971.01000976562,2979.38989257812,2957.01000976562,2979.38989257812,4393040000,2979.38989257812
2981.40991210938,3000.92993164062,2975.31005859375,3000.92993164062,3934370000,3000.92993164062
3009.080078125,3020.73999023438,3000.919921875,3009.57006835938,3796990000,3009.57006835938
3012.2099609375,3017.330078125,3002.89990234375,3007.38989257812,3557010000,3007.38989257812
2996.40991210938,3002.18994140625,2990.669921875,2997.9599609375,4285860000,2997.9599609375
2995.669921875,3006.2099609375,2993.72998046875,3005.69995117188,3673250000,3005.69995117188
3001.5,3007.830078125,2978.57006835938,3006.72998046875,3458800000,3006.72998046875
3010.36010742188,3021.98999023438,3003.15991210938,3006.7900390625,3265660000,3006.7900390625
3008.419921875,3016.3701171875,2984.67993164062,2992.07006835938,6103440000,2992.07006835938
2983.5,2999.14990234375,2982.22998046875,2991.78002929688,3187250000,2991.78002929688
3002.42993164062,3007.97998046875,2957.72998046875,2966.60009765625,3872800000,2966.60009765625
2968.35009765625,2989.82006835938,2952.86010742188,2984.8701171875,3331200000,2984.8701171875
2985.72998046875,2987.28002929688,2963.7099609375,2977.6201171875,3084910000,2977.6201171875
2985.46997070312,2987.31005859375,2945.53002929688,2961.7900390625,3246480000,2961.7900390625
2967.07006835938,2983.85009765625,2967.07006835938,2976.73999023438,3249130000,2976.73999023438
2983.68994140625,2992.53002929688,2938.69995117188,2940.25,3560750000,2940.25
2924.78002929688,2924.78002929688,2874.92993164062,2887.61010742188,3914180000,2887.61010742188
2885.3798828125,2911.1298828125,2855.93994140625,2910.6298828125,3515130000,2910.6298828125
2918.56005859375,2953.73999023438,2918.56005859375,2952.01000976562,3005600000,2952.01000976562
2944.22998046875,2959.75,2935.67993164062,2938.7900390625,2959050000,2938.7900390625
2920.39990234375,2925.46997070312,2892.65991210938,2893.06005859375,3370700000,2893.06005859375
2911.10009765625,2929.32006835938,2907.40991210938,2919.39990234375,2735350000,2919.39990234375
2918.55004882812,2948.4599609375,2917.1201171875,2938.1298828125,3234400000,2938.1298828125
2963.07006835938,2993.28002929688,2963.07006835938,2970.27001953125,3581320000,2970.27001953125
2965.81005859375,2972.84008789062,2962.93994140625,2966.14990234375,2559270000,2966.14990234375
2973.61010742188,3003.28002929688,2973.61010742188,2995.67993164062,3345090000,2995.67993164062
2989.67993164062,2997.5400390625,2985.19995117188,2989.68994140625,3230320000,2989.68994140625
3000.77001953125,3008.2900390625,2991.7900390625,2997.94995117188,3103470000,2997.94995117188
2996.84008789062,3000,2976.31005859375,2986.19995117188,3268970000,2986.19995117188
2996.47998046875,3007.330078125,2995.35009765625,3006.71997070312,3271960000,3006.71997070312
3010.72998046875,3014.57006835938,2995.0400390625,2995.98999023438,3527540000,2995.98999023438
2994.01000976562,3004.78002929688,2991.2099609375,3004.52001953125,3413600000,3004.52001953125
3014.78002929688,3016.07006835938,3000.419921875,3010.2900390625,3696510000,3010.2900390625
3003.32006835938,3027.38989257812,3001.93994140625,3022.55004882812,3379060000,3022.55004882812
3032.1201171875,3044.080078125,3032.1201171875,3039.419921875,3524970000,3039.419921875
3035.38989257812,3047.8701171875,3034.81005859375,3036.88989257812,3594430000,3036.88989257812
3039.73999023438,3050.10009765625,3025.9599609375,3046.77001953125,3779660000,3046.77001953125
3046.89990234375,3046.89990234375,3023.18994140625,3037.56005859375,4149310000,3037.56005859375
3050.71997070312,3066.94995117188,3050.71997070312,3066.90991210938,3956290000,3066.90991210938
3078.9599609375,3085.19995117188,3074.8701171875,3078.27001953125,4178040000,3078.27001953125
3080.80004882812,3083.94995117188,3072.14990234375,3074.6201171875,4490590000,3074.6201171875
3075.10009765625,3078.34008789062,3065.88989257812,3076.78002929688,4465510000,3076.78002929688
3087.02001953125,3097.77001953125,3080.22998046875,3085.17993164062,4151990000,3085.17993164062
3081.25,3093.09008789062,3073.580078125,3093.080078125,3508160000,3093.080078125
3080.330078125,3088.330078125,3075.82006835938,3087.01000976562,3041120000,3087.01000976562
3089.28002929688,3102.61010742188,3084.72998046875,3091.84008789062,3495560000,3091.84008789062
3084.17993164062,3098.06005859375,3078.80004882812,3094.0400390625,3513720000,3094.0400390625
3090.75,3098.19995117188,3083.26000976562,3096.6298828125,3282090000,3096.6298828125
3107.919921875,3120.4599609375,3104.60009765625,3120.4599609375,3359800000,3120.4599609375
3117.90991210938,3124.169921875,3112.06005859375,3122.03002929688,3440140000,3122.03002929688
3127.44995117188,3127.63989257812,3113.46997070312,3120.17993164062,3613670000,3120.17993164062
3114.65991210938,3118.96997070312,3091.40991210938,3108.4599609375,4041010000,3108.4599609375
3108.48999023438,3110.11010742188,3094.55004882812,3103.5400390625,3744010000,3103.5400390625
3111.40991210938,3112.8701171875,3099.26000976562,3110.2900390625,3235270000,3110.2900390625
3117.43994140625,3133.830078125,3117.43994140625,3133.63989257812,3514310000,3133.63989257812
3134.85009765625,3142.68994140625,3131,3140.52001953125,4600450000,3140.52001953125
3145.48999023438,3154.26000976562,3143.40991210938,3153.6298828125,3035470000,3153.6298828125
3147.17993164062,3150.30004882812,3139.34008789062,3140.97998046875,1743420000,3140.97998046875
3143.85009765625,3144.31005859375,3110.78002929688,3113.8701171875,3285750000,3113.8701171875
3087.40991210938,3094.96997070312,3070.330078125,3093.19995117188,3671580000,3093.19995117188
3103.5,3119.3798828125,3102.53002929688,3112.76000976562,3702980000,3112.76000976562
3119.2099609375,3119.44995117188,3103.76000976562,3117.42993164062,3360480000,3117.42993164062
3134.6201171875,3150.60009765625,3134.6201171875,3145.90991210938,3483310000,3145.90991210938
3141.86010742188,3148.8701171875,3135.4599609375,3135.9599609375,3400470000,3135.9599609375
3135.36010742188,3142.1201171875,3126.09008789062,3132.52001953125,3346310000,3132.52001953125
3135.75,3143.97998046875,3133.2099609375,3141.6298828125,3257650000,3141.6298828125
3141.22998046875,3176.28002929688,3138.46997070312,3168.57006835938,4003200000,3168.57006835938
3166.64990234375,3182.67993164062,3156.51000976562,3168.80004882812,3757650000,3168.80004882812
3183.6298828125,3197.7099609375,3183.6298828125,3191.44995117188,4070200000,3191.44995117188
3195.39990234375,3198.21997070312,3191.03002929688,3192.52001953125,3842940000,3192.52001953125
3195.2099609375,3198.47998046875,3191.13989257812,3191.13989257812,4029950000,3191.13989257812
3192.32006835938,3205.47998046875,3192.32006835938,3205.3701171875,3784360000,3205.3701171875
3223.330078125,3225.64990234375,3216.03002929688,3221.21997070312,6457480000,3221.21997070312
3226.05004882812,3227.78002929688,3222.30004882812,3224.01000976562,3064530000,3224.01000976562
3225.44995117188,3226.42993164062,3220.51000976562,3223.3798828125,1296530000,3223.3798828125
3227.19995117188,3240.080078125,3227.19995117188,3239.90991210938,2164540000,3239.90991210938
3247.22998046875,3247.92993164062,3234.3701171875,3240.02001953125,2429150000,3240.02001953125
3240.09008789062,3240.919921875,3216.57006835938,3221.2900390625,3021720000,3221.2900390625
3215.17993164062,3231.71997070312,3212.03002929688,3230.78002929688,2894760000,3230.78002929688
3244.669921875,3258.13989257812,3235.53002929688,3257.85009765625,3459930000,3257.85009765625
3226.36010742188,3246.14990234375,3222.34008789062,3234.85009765625,3484700000,3234.85009765625
3217.55004882812,3246.84008789062,3214.63989257812,3246.28002929688,3702460000,3246.28002929688
3241.86010742188,3244.90991210938,3232.42993164062,3237.17993164062,3435910000,3237.17993164062
3238.59008789062,3267.07006835938,3236.669921875,3253.05004882812,3726840000,3253.05004882812
3266.03002929688,3275.580078125,3263.669921875,3274.69995117188,3641230000,3274.69995117188
3281.81005859375,3282.98999023438,3260.86010742188,3265.35009765625,3214580000,3265.35009765625
3271.1298828125,3288.1298828125,3268.42993164062,3288.1298828125,3459390000,3288.1298828125
3285.35009765625,3294.25,3277.18994140625,3283.14990234375,3687620000,3283.14990234375
3282.27001953125,3298.65991210938,3280.68994140625,3289.2900390625,3721490000,3289.2900390625
3302.96997070312,3317.11010742188,3302.82006835938,3316.81005859375,3540580000,3316.81005859375
3323.65991210938,3329.8798828125,3318.86010742188,3329.6201171875,3726220000,3329.6201171875
3321.03002929688,3329.7900390625,3316.61010742188,3320.7900390625,4104840000,3320.7900390625
3330.02001953125,3337.77001953125,3320.0400390625,3321.75,3623780000,3321.75
3315.77001953125,3326.8798828125,3301.8701171875,3325.5400390625,3766710000,3325.5400390625
3333.10009765625,3333.17993164062,3281.53002929688,3295.46997070312,3708780000,3295.46997070312
3247.15991210938,3258.85009765625,3234.5,3243.6298828125,3831050000,3243.6298828125
3255.35009765625,3285.78002929688,3253.21997070312,3276.23999023438,3531570000,3276.23999023438
3289.4599609375,3293.46997070312,3271.88989257812,3273.39990234375,3600250000,3273.39990234375
3256.44995117188,3285.90991210938,3242.80004882812,3283.65991210938,3790350000,3283.65991210938
3282.330078125,3282.330078125,3214.67993164062,3225.52001953125,4529700000,3225.52001953125
3235.65991210938,3268.43994140625,3235.65991210938,3248.919921875,3760460000,3248.919921875
3280.61010742188,3306.919921875,3280.61010742188,3297.59008789062,3996900000,3297.59008789062
3324.90991210938,3337.580078125,3313.75,3334.68994140625,4121480000,3334.68994140625
3344.919921875,3347.9599609375,3334.38989257812,3345.78002929688,3887250000,3345.78002929688
3335.5400390625,3341.419921875,3322.1201171875,3327.7099609375,3733920000,3327.7099609375
3318.28002929688,3352.26000976562,3317.77001953125,3352.09008789062,3462730000,3352.09008789062
3365.8701171875,3375.6298828125,3352.71997070312,3357.75,3762940000,3357.75
3370.5,3381.46997070312,3369.71997070312,3379.44995117188,3930910000,3379.44995117188
3365.89990234375,3385.09008789062,3360.52001953125,3373.93994140625,3500890000,3373.93994140625
3378.080078125,3380.68994140625,3366.14990234375,3380.15991210938,3419700000,3380.15991210938
3369.0400390625,3375.01000976562,3355.61010742188,3370.2900390625,3750400000,3370.2900390625
3380.38989257812,3393.52001953125,3378.830078125,3386.14990234375,3614200000,3386.14990234375
3380.44995117188,3389.14990234375,3341.02001953125,3373.22998046875,4019180000,3373.22998046875
3360.5,3360.76000976562,3328.44995117188,3337.75,3908780000,3337.75
3257.61010742188,3259.81005859375,3214.64990234375,3225.88989257812,4851160000,3225.88989257812
3238.93994140625,3246.98999023438,3118.77001953125,3128.2099609375,5596760000,3128.2099609375
3139.89990234375,3182.51000976562,3108.98999023438,3116.38989257812,5484650000,3116.38989257812
3062.5400390625,3097.07006835938,2977.38989257812,2978.76000976562,7064710000,2978.76000976562
2916.89990234375,2959.71997070312,2855.84008789062,2954.21997070312,8569570000,2954.21997070312
2974.28002929688,3090.9599609375,2945.18994140625,3090.22998046875,6381330000,3090.22998046875
3096.4599609375,3136.71997070312,2976.6298828125,3003.3701171875,6376510000,3003.3701171875
3045.75,3130.96997070312,3034.3798828125,3130.1201171875,5073020000,3130.1201171875
3075.69995117188,3083.0400390625,2999.830078125,3023.93994140625,5579290000,3023.93994140625
2954.19995117188,2985.92993164062,2901.5400390625,2972.3701171875,6555240000,2972.3701171875
2863.88989257812,2863.88989257812,2734.42993164062,2746.56005859375,8441290000,2746.56005859375
2813.47998046875,2882.59008789062,2734,2882.22998046875,7642040000,2882.22998046875
2825.60009765625,2825.60009765625,2707.21997070312,2741.3798828125,7431200000,2741.3798828125
2630.86010742188,2660.94995117188,2478.86010742188,2480.63989257812,8850810000,2480.63989257812
2569.98999023438,2711.330078125,2492.3701171875,2711.02001953125,8299070000,2711.02001953125
2508.59008789062,2562.97998046875,2380.93994140625,2386.1298828125,7805450000,2386.1298828125
2425.65991210938,2553.92993164062,2367.0400390625,2529.18994140625,8370250000,2529.18994140625
2436.5,2453.57006835938,2280.52001953125,2398.10009765625,8799300000,2398.10009765625
2393.47998046875,2466.96997070312,2319.78002929688,2409.38989257812,7956100000,2409.38989257812
2431.93994140625,2453.01000976562,2295.56005859375,2304.919921875,9053950000,2304.919921875
2290.7099609375,2300.72998046875,2191.86010742188,2237.39990234375,7411380000,2237.39990234375
2344.43994140625,2449.7099609375,2344.43994140625,2447.330078125,7563150000,2447.330078125
2457.77001953125,2571.419921875,2407.53002929688,2475.56005859375,8300010000,2475.56005859375
2501.2900390625,2637.01000976562,2500.71997070312,2630.07006835938,7766990000,2630.07006835938
2555.8701171875,2615.90991210938,2520.02001953125,2541.46997070312,6201670000,2541.46997070312
2558.97998046875,2631.80004882812,2545.28002929688,2626.64990234375,5751120000,2626.64990234375
2614.68994140625,2641.38989257812,2571.14990234375,2584.59008789062,6576210000,2584.59008789062
2498.080078125,2522.75,2447.48999023438,2470.5,5.964e+09,2470.5
