month,rp_div,dp,dy,ep,de,svar,bm,ntis,tbl,lty,ltr,tms,dfy,infl
1967-04-01,-0.05550611758411086,-3.478690422598031,-3.43731869007615,-2.855152066732069,-0.623538355865962,8.370969e-4,0.5305166936,0.0150458766,0.0384,0.0477,-0.0291,0.009300000000000003,0.007199999999999998,0.003030303
1967-05-01,0.014121628638219662,-3.424824105396739,-3.478690422598031,-2.808706933868394,-0.6161171715283451,8.903396e-4,0.5582011823,0.0114640939,0.036,0.0482,-0.0039,0.012200000000000003,0.007199999999999998,0.003021148
1967-06-01,0.03997391015511576,-3.4421848797273227,-3.424824105396739,-2.8335443785419976,-0.6086405011853249,0.0010707328,0.553204845,0.0101528235,0.0354,0.0507,-0.0312,0.015300000000000001,0.007100000000000002,0.0030120482
1967-07-01,-0.014458284795261227,-3.4842234268856043,-3.4398771996428197,-2.8797685406089824,-0.6044548862766221,2.184469e-4,0.5262983279,0.0066870035,0.0421,0.0505,0.0068,0.008400000000000005,0.0068000000000000005,0.003003003
1967-08-01,0.02817324568804621,-3.4701711833364293,-3.4819553846762545,-2.8698658073688628,-0.6003053759675665,2.966179e-4,0.5280209478,0.0058413147,0.0427,0.0514,-0.0084,0.0087,0.007099999999999995,0.002994012
1967-09-01,-0.032502154260560356,-3.5001331934486815,-3.46787402634252,-2.904009989170796,-0.5961232042778857,3.585438e-4,0.5135648458,0.0055998163,0.0442,0.0517,-4e-4,0.0075,0.0075,0.0029850746
1967-10-01,-0.0025612240733539284,-3.4706467699340267,-3.5001331934486815,-2.8726385509603696,-0.5980082189736571,4.449025e-4,0.5409552822,0.0037152213,0.0456,0.0549,-0.04,0.009299999999999996,0.006999999999999992,0.0029761905
1967-11-01,0.021871042082158933,-3.4717111659898134,-3.4706467699340267,-2.8718214789164507,-0.5998896870733628,9.547825e-4,0.5433826972,0.0027729982,0.0473,0.0567,-0.0196,0.009399999999999999,0.006499999999999999,0.0029673591
1967-12-01,-0.047378760165199374,-3.4976484629022715,-3.4717111659898134,-2.8958808410047086,-0.6017676218975627,2.708992e-4,0.5257924451,0.01436111,0.0497,0.0556,0.0192,0.0058999999999999955,0.007400000000000004,0.0029585799
1968-01-01,-0.034513039290789305,-3.4493914529318275,-3.494229656153486,-2.8441806814776607,-0.6052107714541664,4.833189e-4,0.5563023835,0.0128542354,0.05,0.0536,0.0328,0.003599999999999999,0.0067000000000000046,0.005899705
1968-02-01,0.005374157300094504,-3.414263573410355,-3.445984294610213,-2.805663276731961,-0.6086002966783941,8.204453e-4,0.5662105889,0.0104508102,0.0498,0.0542,-0.0033,0.004400000000000001,0.007000000000000006,0.0029325513
1968-03-01,0.07218605670814934,-3.4202242567168497,-3.410867984409217,-2.8082503662007268,-0.6119738905161229,0.001395481,0.5668098065,0.0126772459,0.0517,0.056,-0.0212,0.004299999999999998,0.007400000000000004,0.0029239766
1968-04-01,0.006423609901133643,-3.4944715169528577,-3.4157259148680663,-2.8790679196559315,-0.6154035972969263,0.0016075746,0.5223520642,0.0081402394,0.0538,0.0547,0.0227,8.99999999999998e-4,0.007599999999999996,0.0029154519
1968-05-01,0.004653260555274237,-3.50106698729527,-3.489959724787484,-2.882291399277217,-0.6187755880180534,3.86531e-4,0.5300333704,0.0106465009,0.0566,0.0547,0.0043,-0.001899999999999999,0.007599999999999996,0.0029069767
1968-06-01,-0.02275831167632409,-3.5056879538114414,-3.4966089042585606,-2.883566287274844,-0.6221216665365976,4.995047e-4,0.5307418133,0.0120901814,0.0552,0.0534,0.023,-0.001799999999999996,0.007900000000000004,0.0057971014
1968-07-01,0.006996356545102284,-3.4825992077305985,-3.501249657102626,-2.859544294100905,-0.623054913629693,7.566193e-4,0.5396375991,0.0138855278,0.0531,0.0517,0.0289,-0.0013999999999999985,0.007400000000000004,0.0057636888
1968-08-01,0.03255085292067303,-3.489541189172379,-3.4781473731355748,-2.8655952657272143,-0.6239459234451648,3.164034e-4,0.5318021004,0.0180351377,0.0509,0.052,-3e-4,0.0010999999999999968,0.008,0.0028653295
1968-09-01,0.002711150151203781,-3.5229573417895956,-3.4851420883575353,-2.898096069095782,-0.6248612726938139,2.682317e-4,0.5091954391,0.0182871234,0.0519,0.0531,-0.0102,0.0011999999999999997,0.008199999999999999,0.0028571429
1968-10-01,0.041469379668337365,-3.525759216220619,-3.5185775083346087,-2.8994116243226458,-0.6263475918979731,2.68403e-4,0.500320247,0.019410182,0.0535,0.0543,-0.0132,8.000000000000021e-4,0.0075,0.0056980057
1968-11-01,-0.04548334226408482,-3.568215395268691,-3.5213657665306712,-2.940411849342075,-0.6278035459266165,2.629658e-4,0.4837170585,0.0211887855,0.0545,0.0566,-0.0269,0.0020999999999999977,0.008199999999999999,0.0028328612
1968-12-01,-0.01317262872662284,-3.5213662768170666,-3.5638737363357977,-2.892106363708373,-0.6292599131086942,3.339751e-4,0.5049006623,0.0319614467,0.0596,0.0598,-0.0363,1.999999999999988e-4,0.007800000000000001,0.0028248588
1969-01-01,-0.05158087701905531,-3.5098964739101186,-3.5181142414306894,-2.880422388211316,-0.629474085698803,6.067703e-4,0.5036731674,0.0365244924,0.0614,0.0617,-0.0206,2.999999999999947e-4,0.007300000000000001,0.0028169014
1969-02-01,0.028353331235930118,-3.4581220393087477,-3.5066549799859477,-2.828435212666028,-0.6296868266427196,5.955963e-4,0.5263971896,0.0413173288,0.0612,0.0618,0.0042,6.000000000000033e-4,0.006399999999999989,0.0056179775
1969-03-01,0.015432772741187924,-3.4887552043052397,-3.4548910187273014,-2.8588570540529936,-0.6298981502522458,5.41631e-4,0.557040236,0.0395080039,0.0602,0.062,0.001,0.001800000000000003,0.006599999999999995,0.0083798883
1969-04-01,-0.006850566389255248,-3.5067829523790435,-3.485534589605197,-2.878954876203472,-0.6278280761755717,5.504122e-4,0.5484224042,0.0442909517,0.0611,0.0593,0.0427,-0.001800000000000003,0.006499999999999992,0.0055401662
1969-05-01,-0.060447813597474066,-3.5013520627539783,-3.5035726767487954,-2.8756021866160513,-0.6257498761379268,4.268974e-4,0.5558044285,0.0440056458,0.0604,0.0635,-0.049,0.0030999999999999986,0.007300000000000001,0.0027548209
1969-06-01,-0.06529480291291467,-3.4409709034041898,-3.4981520600233074,-2.8172731111161164,-0.6236977922880738,7.522369e-4,0.5967773337,0.0451527603,0.0644,0.0623,0.0214,-0.0020999999999999977,0.007199999999999998,0.0054945055
1969-07-01,0.033097838158604016,-3.3767677497601576,-3.4388326160909783,-2.752352736591096,-0.6244150131690618,0.00230565,0.6390179896,0.0511608862,0.07,0.0621,0.0079,-0.007900000000000004,0.007599999999999996,0.0054644809
1969-08-01,-0.030635798790891573,-3.4139577505794882,-3.374665838158273,-2.7888142975917267,-0.6251434529877617,9.182338e-4,0.6227889856,0.0469147527,0.0698,0.063,-0.0069,-0.0068000000000000005,0.008900000000000005,0.0054347826
1969-09-01,0.03595665649572713,-3.3864865311455863,-3.4118285012091047,-2.760632986319633,-0.6258535448259535,8.915878e-4,0.6408884625,0.0483912244,0.0709,0.0677,-0.0531,-0.0032000000000000084,0.009099999999999997,0.0027027027
1969-10-01,-0.03991437805671973,-3.428732625932642,-3.385439460467847,-2.8101765446860973,-0.6185560812465443,7.537233e-4,0.608768794,0.0486302811,0.07,0.0653,0.0365,-0.00470000000000001,0.008899999999999991,0.0053908356
1969-11-01,-0.024557223791395844,-3.3917442820016444,-3.427654971311708,-2.780538369514927,-0.6112059124867171,5.091362e-4,0.6415117567,0.0479040093,0.0724,0.0676,-0.0243,-0.004800000000000013,0.009000000000000008,0.0053619303
1969-12-01,-0.08275447276233869,-3.371868510790275,-3.390699432539039,-2.7680368557048096,-0.6038316550854654,0.0011635548,0.6510820131,0.0342737833,0.0782,0.0687,-0.0068,-0.009500000000000008,0.009299999999999989,0.0053333333
1970-01-01,0.043410722978029885,-3.291270736440234,-3.3708247518986854,-2.697170992203996,-0.5940997442362381,0.0010670973,0.7003467462,0.034473208,0.0787,0.0693,-0.0021,-0.009400000000000006,0.009499999999999995,0.0026525199
1970-02-01,-0.004246361410835642,-3.341548589082036,-3.2901964867318707,-2.7572873925477497,-0.5842611965342861,0.0010587117,0.670147507,0.035855217,0.0713,0.0651,0.0587,-0.006199999999999997,0.008500000000000008,0.0052910053
1970-03-01,-0.09639768548943595,-3.341958497480081,-3.34050703739162,-2.7675806432176717,-0.5743778542624098,9.63539e-4,0.6903267691,0.0358415812,0.0663,0.0661,-0.0068,-1.9999999999999185e-4,0.007900000000000004,0.0052631579
1970-04-01,-0.0657179642753728,-3.2460763330361555,-3.3409180294909566,-2.6792789360368428,-0.5667973969993125,0.001614677,0.7367505808,0.0357121248,0.0651,0.0699,-0.0413,0.004799999999999999,0.0087,0.0078534031
1970-05-01,-0.05497109632176536,-3.1821011999813114,-3.245005466792088,-2.6229397152268525,-0.5591614847544588,0.0081518544,0.7742276283,0.0386610283,0.0684,0.0743,-0.0468,0.0059000000000000025,0.0087,0.0025974026
1970-06-01,0.06272205053349908,-3.1297352530771376,-3.181062925311607,-2.578238589580219,-0.5514966634969183,0.002651911,0.7933814171,0.0422907479,0.0668,0.0709,0.0486,0.004100000000000006,0.0076999999999999985,0.0051813472
1970-07-01,0.036583435193398794,-3.1994312523959234,-3.1286980553037056,-2.6586745032570125,-0.5407567491389114,0.0021264764,0.7387075682,0.0430738217,0.0645,0.0687,0.0319,0.004199999999999995,0.009599999999999997,0.0051546392
1970-08-01,0.02591510914013163,-3.241862490322931,-3.1983637483699026,-2.7119895005034733,-0.5298729898194576,0.0018871043,0.7092782966,0.0387292526,0.0641,0.0694,-0.0019,0.005299999999999999,0.0131,0
1970-09-01,-0.01582741961537712,-3.2732927622451475,-3.240827472117716,-2.75434970395919,-0.5189430582859575,0.0010579649,0.7129147605,0.0379424193,0.0612,0.068,0.0228,0.006800000000000007,0.012999999999999998,0.0051282051
1970-10-01,0.039918402634853384,-3.2670760729822392,-3.278541623163587,-2.7572972263735407,-0.5097788466086981,0.0010433957,0.7176982835,0.0369624911,0.0591,0.0693,-0.0109,0.0102,0.012999999999999998,0.0051020408
1970-11-01,0.04896849839304846,-3.3186771527787187,-3.272320950724338,-2.8182580731433413,-0.5004190796353776,8.854536e-4,0.682920072,0.035224928,0.0528,0.0637,0.0791,0.010900000000000007,0.013299999999999992,0.0050761421
1970-12-01,0.03450318353563021,-3.3791948841956696,-3.3239815309947716,-2.8883120249331533,-0.4908828592625163,5.351999e-4,0.6464263577,0.0314617074,0.0487,0.0648,-0.0084,0.016099999999999996,0.014800000000000008,0.0050505051
1971-01-01,0.005353918171189997,-3.4220644050141216,-3.3823846795637698,-2.922160830072712,-0.4999035749414096,5.410309e-4,0.6244099021,0.0305931302,0.0444,0.0612,0.0506,0.016799999999999995,0.013800000000000007,0
1971-02-01,0.031933517733233406,-3.4342973300885,-3.4252644077447925,-2.9253966347320937,-0.5089006953564061,4.514536e-4,0.6170704232,0.0258013751,0.037,0.0629,-0.0163,0.0259,0.0131,0.0025125628
1971-03-01,0.03176414638299453,-3.4736426647042506,-3.437507605718748,-2.9557679890008464,-0.5178746757034045,4.927194e-4,0.6338113825,0.0263988451,0.0338,0.0593,0.0526,0.025500000000000002,0.012499999999999997,0.0025062657
1971-04-01,-0.044118094011876656,-3.5103489447184595,-3.474704321309831,-2.9850535637401943,-0.5252953809782654,3.075549e-4,0.6086541014,0.0265569787,0.0386,0.0619,-0.0283,0.023299999999999994,0.01200000000000001,0.0025
1971-05-01,-0.0030441285697721783,-3.468997262632146,-3.511443952879403,-2.9362690913678113,-0.5327281712643352,5.392763e-4,0.6314096562,0.0297225774,0.0414,0.0624,-6e-4,0.020999999999999998,0.010899999999999993,0.0049875312
1971-06-01,-0.04492852461545738,-3.470763565476692,-3.470061212565665,-2.930692373614239,-0.5400711918624526,9.245396e-4,0.6432210427,0.0272784983,0.0475,0.0641,-0.0159,0.016600000000000004,0.011099999999999999,0.0074441687
1971-07-01,0.02964306761351002,-3.4296265647876614,-3.4718286486054413,-2.8816154793127042,-0.5480110854749569,5.184344e-4,0.6677306245,0.0257963205,0.054,0.0643,0.003,0.010299999999999997,0.011200000000000002,0.0024630542
1971-08-01,-0.010505173224499367,-3.466184352323341,-3.4307251109401418,-2.9102653920597907,-0.5559189602635504,0.0024512229,0.6382575968,0.0267819627,0.0494,0.061,0.0471,0.0116,0.011700000000000002,0.0024570025
1971-09-01,-0.04512640672739596,-3.4602597710741394,-3.4672517436235575,-2.896491728037949,-0.56376804303619,5.242639e-4,0.6460848296,0.0279344169,0.0469,0.0598,0.0204,0.012900000000000002,0.01150000000000001,0
1971-10-01,-0.0062304712747880105,-3.419738150231689,-3.4624304099968173,-2.837360741929661,-0.5823774083020279,6.619355e-4,0.6831942789,0.029243829,0.0446,0.0588,0.0167,0.014199999999999997,0.010900000000000007,0.0024509804
1971-11-01,0.07639145696310704,-3.419330799608063,-3.421881008194518,-2.818637674097605,-0.6006931255104575,0.0018662556,0.6894892583,0.0294519101,0.0422,0.0596,-0.0047,0.0174,0.011200000000000002,0
1971-12-01,0.014543485065203705,-3.5041772155818185,-3.4215108320331042,-2.88538860234042,-0.6187886132413989,0.0011829844,0.6439002471,0.0340233587,0.0401,0.0597,0.0044,0.019600000000000006,0.011300000000000004,0.0048899756
1972-01-01,0.021783103197087907,-3.52213624798119,-3.5041772155818185,-2.8969296774665922,-0.6252065705145982,4.942247e-4,0.6353569726,0.0330751166,0.0338,0.0606,-0.0063,0.026800000000000004,0.010399999999999993,0
1972-02-01,0.0030332707882593443,-3.547124484633759,-3.52213624798119,-2.915558205455409,-0.6315662791783505,2.843844e-4,0.6175858985,0.0330297786,0.032,0.0602,0.0088,0.028199999999999996,0.009599999999999997,0.00486618
1972-03-01,0.001357404512209066,-3.5530186870375955,-3.547124484633759,-2.9151156777728815,-0.637903009264714,5.451044e-4,0.6459019879,0.0317231825,0.0373,0.0613,-0.0082,0.024,0.009999999999999995,0.0024213075
1972-04-01,0.013661095330970392,-3.55739343222852,-3.5530186870375955,-2.910358408810752,-0.6470350234177684,3.833915e-4,0.6367838016,0.0324918322,0.0371,0.0615,0.0027,0.024399999999999998,0.009400000000000006,0.0024154589
1972-05-01,-0.024349882114164827,-3.574520922736549,-3.55739343222852,-2.918419623295393,-0.6561012994411564,7.690517e-4,0.6324423349,0.0306570665,0.0369,0.0597,0.027,0.0228,0.009300000000000003,0.0024096386
1972-06-01,-7.995025160647466e-4,-3.552458828853708,-3.574520922736549,-2.8873894630483035,-0.665069365805405,3.653522e-4,0.6540154785,0.0341993895,0.0391,0.0607,-0.0065,0.021599999999999994,0.0097,0.0024038462
1972-07-01,0.030080518798216667,-3.5537151650155354,-3.551384487598224,-2.880267470616049,-0.6734476943994865,5.95487e-4,0.6570495491,0.0333250925,0.0398,0.0593,0.0216,0.019499999999999997,0.0102,0.0047961631
1972-08-01,-0.008106338143028802,-3.5864830895694837,-3.552609473845978,-2.904793371700307,-0.6816897178691763,5.949987e-4,0.6304670395,0.0318487846,0.0402,0.0595,0.0029,0.019299999999999998,0.009999999999999995,0.0023866348
1972-09-01,0.005234839125454197,-3.580538310317972,-3.585411086608148,-2.890643165144404,-0.689895145173568,4.657121e-4,0.6373850011,0.0328697745,0.0466,0.0606,-0.0083,0.013999999999999999,0.0087,0.0023809524
1972-10-01,0.039928551229576864,-3.582275760992763,-3.573001845878836,-2.8848359348328323,-0.697439826159931,8.582678e-4,0.6358841259,0.0323534438,0.0474,0.0591,0.0234,0.011700000000000002,0.008500000000000008,0.0047505938
1972-11-01,0.007952762405492506,-3.6193713015617592,-3.5747636871433763,-2.914570663632074,-0.7048006379296854,4.884564e-4,0.5967334833,0.0309522498,0.0478,0.0577,0.0226,0.009899999999999999,0.0087,0.0023640662
1972-12-01,-0.02114125071166155,-3.62370581069398,-3.6119469839982234,-2.911690145829652,-0.7120156648643281,5.17171e-4,0.5956745946,0.0342034837,0.0507,0.0599,-0.0229,0.0092,0.008499999999999994,0.0023584906
1973-01-01,-0.04121419865591207,-3.6043216002232388,-3.6215810853953068,-2.874887672464512,-0.7294339277587272,5.156042e-4,0.6081960321,0.0356473121,0.0541,0.0685,-0.0321,0.014400000000000003,0.007500000000000007,0.0023529412
1973-02-01,-0.0059252064295629275,-3.564021852523652,-3.6022329918690437,-2.817523148812567,-0.7464987037110846,0.0012645944,0.6361837352,0.036299867,0.056,0.0688,0.0014,0.012799999999999999,0.007499999999999993,0.0070422535
1973-03-01,-0.04551546551904908,-3.5604723591230245,-3.561906051124873,-2.797281334830153,-0.7631910242928719,0.0015575644,0.6760181281,0.0367061493,0.0609,0.0686,0.0082,0.007699999999999992,0.00739999999999999,0.0093240093
1973-04-01,-0.023441271483544447,-3.5135625227265006,-3.5552180484206755,-2.7347712554929147,-0.7787912672335862,0.0015175398,0.6977198485,0.0378332368,0.0626,0.0687,0.0046,0.006099999999999994,0.008300000000000002,0.0069284065
1973-05-01,-0.011331920410961295,-3.4893025178339547,-3.508366892885352,-2.6952642583631503,-0.7940382594708046,0.0030775217,0.7132159617,0.0396022163,0.0636,0.0703,-0.0105,0.006699999999999998,0.0076999999999999985,0.0068807339
1973-06-01,0.029951783957850208,-3.4775064197836434,-3.484102686710325,-2.6686487431692867,-0.8088576766143565,0.0021646025,0.7209743078,0.0390133985,0.0719,0.071,-0.0021,-9.000000000000119e-4,0.007599999999999996,0.006833713
1973-07-01,-0.04309024363463293,-3.5096118999713224,-3.472333487096693,-2.684945499074432,-0.8246664008968905,0.0018680136,0.6939766839,0.0373500626,0.0801,0.076,-0.0433,-0.004100000000000006,0.007900000000000004,0.0022624434
1973-08-01,0.03151817702515942,-3.4671219948761482,-3.504496326411827,-2.6270074402451624,-0.8401145546309858,0.0010958834,0.7243372354,0.0373887675,0.0867,0.0728,0.0391,-0.013899999999999996,0.008500000000000008,0.0180586907
1973-09-01,-0.007404192555324021,-3.501314818574928,-3.4620018757697486,-2.6461840199665376,-0.8551307986083905,9.345578e-4,0.6788089959,0.0343612257,0.0829,0.0703,0.0318,-0.0126,0.009999999999999995,0.0022172949
1973-10-01,-0.12229705478410645,-3.488862100417265,-3.4901540902610666,-2.6247197523969303,-0.8641423480203343,0.0013447449,0.6720817914,0.0346603301,0.0722,0.0689,0.0215,-0.0032999999999999974,0.008099999999999996,0.0088495575
1973-11-01,0.009868797159394437,-3.356973094805192,-3.4778544704739867,-2.484077481346394,-0.872895613458798,0.0043697483,0.7818789906,0.0387363392,0.0783,0.0712,-0.0183,-0.007099999999999995,0.007499999999999993,0.0065789474
1973-12-01,-0.015837304228828418,-3.3624893575741934,-3.346055728476567,-2.481120898093105,-0.8813684594810882,0.005358338,0.7555884634,0.0130073951,0.0745,0.0726,-0.0082,-0.001899999999999999,0.008000000000000007,0.0065359477
1974-01-01,-0.009089695340837282,-3.346492702356711,-3.356589635447005,-2.462883171754101,-0.8836095306026102,0.0034094717,0.751446438,0.0116267491,0.0777,0.074,-0.0083,-0.003700000000000009,0.006500000000000006,0.0086580087
1974-02-01,-0.02811654030948383,-3.3369966851967936,-3.340627582904313,-2.4511892763691203,-0.8858074088276733,0.0018780077,0.7470977188,0.0109186477,0.0712,0.0748,-0.0024,0.003600000000000006,0.0068000000000000005,0.0128755365
1974-03-01,-0.045658567785564076,-3.3076105222893624,-3.3311657648860002,-2.419623566578059,-0.8879869557113034,0.001693635,0.8151840129,0.0103999361,0.0796,0.0783,-0.0292,-0.0013000000000000095,0.006099999999999994,0.0127118644
1974-04-01,-0.04009833035859354,-3.2619796071930747,-3.3018134046050367,-2.364747964079498,-0.8972316431135767,0.0017291765,0.8248580819,0.0096574913,0.0833,0.0816,-0.0253,-0.0016999999999999932,0.006199999999999997,0.0041841004
1974-05-01,-0.019962106308379107,-3.2220890477384323,-3.256215902476325,-2.3158138212550523,-0.9062752264833798,0.0020987464,0.8604161213,0.0092469234,0.0823,0.081,0.0123,-0.0012999999999999956,0.0068000000000000005,0.0125
1974-06-01,-0.08430320248985107,-3.2015843277581393,-3.216358373029447,-2.2864371065860634,-0.9151472211720759,0.0023003694,0.8601587717,0.0080281695,0.079,0.0812,0.0045,0.0021999999999999936,0.008000000000000007,0.0082304527
1974-07-01,-0.09598285608971632,-3.1120663531500226,-3.1930494253083017,-2.1914450683278166,-0.9206212848222062,0.0049175157,0.9112393224,0.0068388852,0.0755,0.0823,-0.0029,0.0068000000000000005,0.007599999999999996,0.0081632653
1974-08-01,-0.12834658524231335,-3.0089867403559407,-3.103603679231289,-2.083001578651949,-0.9259851617039918,0.0047910264,1.0171239942,0.0065552244,0.0896,0.0855,-0.0232,-0.0040999999999999925,0.0076999999999999985,0.012145749
1974-09-01,0.13847340401002453,-2.8735174263411825,-3.000595082719692,-1.9422969175695033,-0.9312205087716794,0.0078117125,1.1354401435,0.0051374792,0.0806,0.0837,0.0247,0.0030999999999999917,0.009400000000000006,0.012
1974-10-01,-0.057384475587340375,-3.0236418276222894,-2.872598628509503,-2.10141876444273,-0.9222230631795594,0.010084948,1.0370837841,0.0036384075,0.0746,0.0795,0.0489,0.004900000000000002,0.0121,0.0098814229
1974-11-01,-0.026282215680296154,-2.9680498203582246,-3.022696069554576,-2.054928116006649,-0.9131217043515754,0.003513799,1.115637022,0.0078146012,0.0747,0.0771,0.0295,0.0023999999999999994,0.01709999999999999,0.0078277886
1974-12-01,0.10487047109238776,-2.9467754288274604,-2.967132733295741,-2.042782224763711,-0.9039932040637491,0.0038144275,1.1200181747,0.008771574,0.0715,0.076,0.0171,0.004500000000000004,0.0174,0.0077669903
1975-01-01,0.05160171924268539,-3.056160435064923,-2.9403240614988473,-2.1752579550807116,-0.8809024799842116,0.0040172082,0.9808296267,0.0085104486,0.0626,0.0796,0.0225,0.017,0.019799999999999998,0.0038535645
1975-02-01,0.016729176635843685,-3.1078840563889356,-3.0497229988038264,-2.2503282967511944,-0.8575557596377414,0.0021790299,0.9339016305,0.0116523318,0.055,0.0788,0.0131,0.023799999999999995,0.0203,0.0076775432
1975-03-01,0.04003273808940806,-3.122976915938578,-3.1015150433742305,-2.2890021366359745,-0.8339747793026033,0.0024026153,0.9724663152,0.0204669502,0.0549,0.0824,-0.0267,0.027500000000000004,0.018100000000000005,0.0038095238
1975-04-01,0.03719558250586959,-3.1655413733646096,-3.1193594885241094,-2.3546986429130454,-0.8108427304515644,0.0023137776,0.909489371,0.0224962245,0.0561,0.0852,-0.0182,0.0291,0.01630000000000001,0.0037950664
1975-05-01,0.03775571672612728,-3.205065971338608,-3.1619099330594933,-2.4177700255699124,-0.7872959457686957,0.0018071722,0.8975236997,0.0229537717,0.0523,0.0836,0.0212,0.031299999999999994,0.0179,0.0056710775
1975-06-01,-0.07212163680038469,-3.24484301764387,-3.2014746245053276,-2.481445894406922,-0.7633971232369479,0.0013533555,0.8498390198,0.0229616961,0.0534,0.0813,0.0292,0.027899999999999994,0.018500000000000003,0.007518797
1975-07-01,-0.025220803610679972,-3.174791551736181,-3.24484301764387,-2.4198091299897198,-0.7549824217464616,0.0012444037,0.898365624,0.0256278961,0.0613,0.0829,-0.0087,0.0216,0.01709999999999999,0.0111940299
1975-08-01,-0.039077174737181086,-3.153495979566281,-3.174791551736181,-2.4069868909591263,-0.7465090886071548,0.0023431364,0.8942466541,0.0263663778,0.0644,0.0844,-0.0068,0.020000000000000004,0.016399999999999998,0.0018450185
1975-09-01,0.05166283929616202,-3.118236104376976,-3.153495979566281,-2.380285646801193,-0.7379504575757834,0.0023046248,0.9409482541,0.0279195234,0.0642,0.0862,-0.0098,0.022000000000000006,0.016600000000000004,0.0055248619
1975-10-01,0.019248281027138787,-3.1807528873171105,-3.120935161346141,-2.4315447417407907,-0.7492081455763198,0.0021545816,0.8934979188,0.025898458,0.0596,0.0819,0.0475,0.0223,0.017600000000000005,0.0054945055
1975-11-01,-0.016017448276603737,-3.207866939363752,-3.1834592489148537,-2.447479099050382,-0.7603878403133697,8.126854e-4,0.8679284743,0.0246224796,0.0548,0.0838,-0.0109,0.028999999999999998,0.017799999999999996,0.0072859745
1975-12-01,0.10300150381587828,-3.1990058039967773,-3.210580645235348,-2.427489556321325,-0.771516247675452,0.0013307999,0.876338851,0.0237119656,0.0544,0.0805,0.039,0.026100000000000005,0.017699999999999994,0.0036166365
1976-01-01,-0.014422526047505657,-3.309924327167632,-3.1981094666966694,-2.5104166695353265,-0.7995076576323059,0.0019782826,0.7659338857,0.0218521822,0.0487,0.0802,0.009,0.03149999999999999,0.018100000000000005,0.0018018018
1976-02-01,0.02520425980365282,-3.297534223864177,-3.3090016676720553,-2.4708607365417756,-0.8266734873224015,0.0012214388,0.7680365203,0.0222330928,0.0488,0.0802,0.0062,0.03139999999999999,0.0169,0.0035971223
1976-03-01,-0.01464106844590201,-3.3268670235845463,-3.2966395147882657,-2.4737787590626383,-0.853088264521908,0.0012657161,0.7840312172,0.0150721313,0.05,0.0792,0.0166,0.029200000000000004,0.016,0.0017921147
1976-04-01,-0.017423019092962257,-3.3095161893219074,-3.3205725125069265,-2.4402629237122264,-0.869253265609681,0.0010071323,0.7860761398,0.0142394847,0.0486,0.0797,0.0018,0.031099999999999996,0.015399999999999997,0.0035778175
1976-05-01,0.03462113084542626,-3.2887656989466993,-3.3032342894691915,-2.4038392357989884,-0.8849264631477107,9.364703e-4,0.8035027635,0.0141483212,0.052,0.0821,-0.0158,0.03010000000000001,0.012799999999999992,0.0071301248
1976-06-01,-0.012214458178492173,-3.3226606316634983,-3.282549610527668,-2.422456037540967,-0.900204594122531,9.715815e-4,0.7814276312,0.0189250313,0.0541,0.0807,0.0208,0.02659999999999999,0.012700000000000003,0.0053097345
1976-07-01,-0.008864983924648899,-3.306625715369267,-3.3147135699709662,-2.4036153911630063,-0.9030103242062606,4.871522e-4,0.7958238544,0.0188427707,0.0523,0.0805,0.0078,0.028200000000000003,0.0126,0.0052816901
1976-08-01,0.017480600382498948,-3.293604397229517,-3.2987413118451183,-2.3878400783423492,-0.9057643188871676,7.445224e-4,0.8047322694,0.0206295275,0.0514,0.079,0.0211,0.0276,0.011899999999999994,0.0052539405
1976-09-01,-0.025150566169677185,-3.308170307872399,-3.2857816715483077,-2.399702301679453,-0.9084680061929462,8.906883e-4,0.7913632737,0.0237826575,0.0508,0.0781,0.0145,0.027300000000000005,0.0102,0.0034843206
1976-10-01,-0.01088166806180357,-3.2685081803158624,-3.290993993647951,-2.3647293333748007,-0.9037788469410619,0.001269993,0.8120796327,0.0255691262,0.0492,0.0779,0.0084,0.028699999999999996,0.0097,0.0052083333
1976-11-01,0.045897617156757775,-3.2438421036970597,-3.251647021366444,-2.3445912686282004,-0.8992508350688595,0.0011179253,0.8272629379,0.0278954289,0.0475,0.0749,0.0339,0.027399999999999994,0.00979999999999999,0.0017271157
1976-12-01,-0.05307414513848865,-3.278401804182228,-3.2272358440521716,-2.3835743369587794,-0.8948274672234486,5.762273e-4,0.779973125,0.0285665543,0.0435,0.0721,0.0327,0.0286,0.011400000000000007,0.0034482759
1977-01-01,-0.024089600355608004,-3.215085116113981,-3.2669369137274433,-2.32601735148267,-0.8890677646313112,6.9563e-4,0.8210652053,0.0295997969,0.0462,0.0764,-0.0388,0.030199999999999998,0.011200000000000002,0.0051546392
1977-02-01,-0.016895356612138805,-3.1818759922716073,-3.2037743159173577,-2.298456181288326,-0.8834198109832814,3.346756e-4,0.8368039982,0.0279702171,0.0467,0.0775,-0.0049,0.0308,0.010800000000000004,0.0102564103
1977-03-01,-0.0030455869725756115,-3.1565433015037856,-3.1706678301074165,-2.2786907727946097,-0.87785252870917585,6.657328e-4,0.8684299283,0.0303383572,0.046,0.0772,0.0091,0.031200000000000006,0.0102,0.0067681895
