"","GOOGL.Close","AMZN.Close","AAPL.Close","MSFT.Close"
"1",-0.0276956535137475,-0.025241497784936,-0.0996073702502888,-0.0367879857561502
"2",0.0512935754971342,0.0500639986737501,0.0426893027724013,0.0465092269849017
"3",-0.00199427068254376,0.0343534141587427,-0.00222583193903647,0.00127535811859869
"4",0.00878317783504667,0.0166123599456398,0.019063120826345,0.00725069087660146
"5",-0.00342741773923283,0.00171435471797099,0.016981741682214,0.014299548129084
"6",-0.00260710653425034,-0.00192842873792831,0.0031961744241551,-0.0064256084253923
"7",-0.0133107588370123,-0.00945523130532933,-0.00981800868441363,-0.00772196365005851
"8",-0.012175050839576,-0.0142329857935219,-0.0150370568460806,-0.00729571962777464
"9",0.0332854653545345,0.0354623138435863,0.0204667154947917,0.0290053796761907
"10",0.00276109211757736,0.00550599777882987,0.0122166004292836,0.00352342738463629
"11",0.00882053580338127,0.00560643439526576,0.00593777045597532,0.00702225766228182
"12",0.00744232453579952,0.00175989464242798,0.00615941684914523,0.0149830031731868
"13",-0.0258918478065027,-0.037749086559671,-0.0224461427627884,-0.0188468925499184
"14",0.0053586766105862,0.00480957060236675,0.00404432553715073,0.00974639266012978
"15",-0.000378089149819294,0.0090913362302969,-0.00792620345125028,-0.0047793284659926
"16",0.0161531312364933,0.00945061516728818,0.0331368543531068,0.00913372173801341
"17",-0.0196548455877219,-0.0195622167126649,-0.0092545100527045,-0.0195016923915209
"18",-0.0090752815770534,-0.0268699420425196,-0.0103647494839786,-0.0203654296950725
"19",0.0261014053697946,0.048027447209614,0.0683346769117976,0.03341747358098
"20",0.0254100055066939,0.0289147216718597,0.00720122506145993,-0.0183304850403118
"21",-0.00645709079561829,-0.0538188077293867,0.000480664683256471,-0.0158000720200815
"22",0.0203822458855478,0.00435358189756641,0.028404970010689,0.0287993687451658
"23",0.00915524683807445,0.0156124872244736,0.0171094462819343,0.0139966274525594
"24",-0.0251590464564682,-0.0111826897860278,0.000344544838134953,-0.011098698263925
"25",-0.0151216773212346,-0.015784110453144,-0.0189394108569819,-0.00716780293294561
"26",-0.0031919816680952,-0.0161982091572396,-0.00310049591510064,0.00379976763213152
"27",-0.000235862196404368,0.00175038638874025,-0.00575090056491812,-0.00397462076486288
"28",0.0231009807965785,0.0295473827101718,0.00861716801617907,0.0155819419444032
"29",0.000931159869161258,0.00121492013590863,-0.00415475871264004,-0.000748450103017162
"30",0.000505030054730016,-0.0105792720143388,0.00364326244365154,0.000842654895069961
"31",-0.00847503319110987,-0.00905926247947775,-0.00222485290411467,0.0123479857435238
"32",0.00614491890884872,0.0122080752441127,0.00299257430064248,-0.00046205000179067
"33",-0.00525519403751695,-0.00336689383254574,0.00643541888872656,-0.00942957067886163
"34",-0.0146173044194442,-0.00163988939471404,-0.00563855855133488,0.0210919468413133
"35",0.011184472491417,0.00748410322955584,0.0111656944310148,0.014258271697088
"36",0.000689649281942817,0.00088257365473221,0.00728446839303798,0.00558705154877326
"37",0.00418850905984192,0.00208203509820426,0.000573989014337251,0.00690029839349937
"38",0.000784351910789294,0.00286601162536226,0.00309753502243471,-0.00169101495527002
"39",0.00325942264761991,-0.000767732581735792,-0.00983588533613489,-0.00124810013313525
"40",0.019502007190072,0.0194532506916019,0.0105111601985202,0.00446309029231551
"41",0.00426640811097156,0.0146195867960952,0.00502946148867256,-0.00239933036519391
"42",0.0136723466767368,-0.002205015824009,-0.00181977431397062,-0.00498846585900381
"43",-0.00363495605523778,-0.0138734954819943,-0.00575397091015684,0.000447654907107742
"44",-0.012095079330795,-0.0257647199836967,-0.0115746288276919,-0.0121700278331236
"45",-0.000764629945027351,-0.00316737529310263,0.00237683282382251,0.00108707987358936
"46",0.0254702367237278,0.0307378737205302,0.0346422422503692,0.0209935720747183
"47",0.0152552951300324,0.00148448542390223,0.0112353819686994,0.00700169194989697
"48",0.00151179585020844,0.0105851181614522,0.00442210511062724,0.00774509093597464
"49",-0.00544593170958163,-0.00271467315086182,0.0111165535140434,0.000785994217385344
